nhb_p,tfn_at,nhb_m,g,soc,ns,ca
16,5,3,2,3,1,2
16,5,3,2,3,2,1
16,5,3,2,3,2,2
16,5,3,2,3,3,1
16,5,3,2,3,3,2
16,5,3,2,3,4,1
16,5,3,2,3,4,2
16,5,3,2,3,5,1
16,5,3,2,3,5,2
16,5,3,3,1,1,1
16,5,3,3,1,1,2
16,5,3,3,1,2,1
16,5,3,3,1,2,2
16,5,3,3,1,3,1
16,5,3,3,1,3,2
16,5,3,3,1,4,1
16,5,3,3,1,4,2
16,5,3,3,1,5,1
16,5,3,3,1,5,2
16,5,3,3,2,1,1
16,5,3,3,2,1,2
16,5,3,3,2,2,1
16,5,3,3,2,2,2
16,5,3,3,2,3,1
16,5,3,3,2,3,2
16,5,3,3,2,4,1
16,5,3,3,2,4,2
16,5,3,3,2,5,1
16,5,3,3,2,5,2
16,5,3,3,3,1,1
16,5,3,3,3,1,2
16,5,3,3,3,2,1
16,5,3,3,3,2,2
16,5,3,3,3,3,1
16,5,3,3,3,3,2
16,5,3,3,3,4,1
16,5,3,3,3,4,2
16,5,3,3,3,5,1
16,5,3,3,3,5,2
16,5,5,1,1,1,1
16,5,5,1,1,1,2
16,5,5,1,1,2,1
16,5,5,1,1,2,2
16,5,5,1,1,3,1
16,5,5,1,1,3,2
16,5,5,1,1,4,1
16,5,5,1,1,4,2
16,5,5,1,1,5,1
16,5,5,1,1,5,2
16,5,5,1,2,1,1
16,5,5,1,2,1,2
16,5,5,1,2,2,1
16,5,5,1,2,2,2
16,5,5,1,2,3,1
16,5,5,1,2,3,2
16,5,5,1,2,4,1
16,5,5,1,2,4,2
16,5,5,1,2,5,1
16,5,5,1,2,5,2
16,5,5,1,3,1,1
16,5,5,1,3,1,2
16,5,5,1,3,2,1
16,5,5,1,3,2,2
16,5,5,1,3,3,1
16,5,5,1,3,3,2
16,5,5,1,3,4,1
16,5,5,1,3,4,2
16,5,5,1,3,5,1
16,5,5,1,3,5,2
16,5,5,2,1,1,1
16,5,5,2,1,1,2
16,5,5,2,1,2,1
16,5,5,2,1,2,2
16,5,5,2,1,3,1
16,5,5,2,1,3,2
16,5,5,2,1,4,1
16,5,5,2,1,4,2
16,5,5,2,1,5,1
16,5,5,2,1,5,2
16,5,5,2,2,1,1
16,5,5,2,2,1,2
16,5,5,2,2,2,1
16,5,5,2,2,2,2
16,5,5,2,2,3,1
16,5,5,2,2,3,2
16,5,5,2,2,4,1
16,5,5,2,2,4,2
16,5,5,2,2,5,1
16,5,5,2,2,5,2
16,5,5,2,3,1,1
16,5,5,2,3,1,2
16,5,5,2,3,2,1
16,5,5,2,3,2,2
16,5,5,2,3,3,1
16,5,5,2,3,3,2
16,5,5,2,3,4,1
16,5,5,2,3,4,2
16,5,5,2,3,5,1
16,5,5,2,3,5,2
16,5,5,3,1,1,1
16,5,5,3,1,1,2
16,5,5,3,1,2,1
16,5,5,3,1,2,2
16,5,5,3,1,3,1
16,5,5,3,1,3,2
16,5,5,3,1,4,1
16,5,5,3,1,4,2
16,5,5,3,1,5,1
16,5,5,3,1,5,2
16,5,5,3,2,1,1
16,5,5,3,2,1,2
16,5,5,3,2,2,1
16,5,5,3,2,2,2
16,5,5,3,2,3,1
16,5,5,3,2,3,2
16,5,5,3,2,4,1
16,5,5,3,2,4,2
16,5,5,3,2,5,1
16,5,5,3,2,5,2
16,5,5,3,3,1,1
16,5,5,3,3,1,2
16,5,5,3,3,2,1
16,5,5,3,3,2,2
16,5,5,3,3,3,1
16,5,5,3,3,3,2
16,5,5,3,3,4,1
16,5,5,3,3,4,2
16,5,5,3,3,5,1
16,5,5,3,3,5,2
16,5,6,1,1,1,1
16,5,6,1,1,1,2
16,5,6,1,1,2,1
16,5,6,1,1,2,2
16,5,6,1,1,3,1
16,5,6,1,1,3,2
16,5,6,1,1,4,1
16,5,6,1,1,4,2
16,5,6,1,1,5,1
16,5,6,1,1,5,2
16,5,6,1,2,1,1
16,5,6,1,2,1,2
16,5,6,1,2,2,1
16,5,6,1,2,2,2
16,5,6,1,2,3,1
16,5,6,1,2,3,2
16,5,6,1,2,4,1
16,5,6,1,2,4,2
16,5,6,1,2,5,1
16,5,6,1,2,5,2
16,5,6,1,3,1,1
16,5,6,1,3,1,2
16,5,6,1,3,2,1
16,5,6,1,3,2,2
16,5,6,1,3,3,1
16,5,6,1,3,3,2
16,5,6,1,3,4,1
16,5,6,1,3,4,2
16,5,6,1,3,5,1
16,5,6,1,3,5,2
16,5,6,2,1,1,1
16,5,6,2,1,1,2
16,5,6,2,1,2,1
16,5,6,2,1,2,2
16,5,6,2,1,3,1
16,5,6,2,1,3,2
16,5,6,2,1,4,1
16,5,6,2,1,4,2
16,5,6,2,1,5,1
16,5,6,2,1,5,2
16,5,6,2,2,1,1
16,5,6,2,2,1,2
16,5,6,2,2,2,1
16,5,6,2,2,2,2
16,5,6,2,2,3,1
16,5,6,2,2,3,2
16,5,6,2,2,4,1
16,5,6,2,2,4,2
16,5,6,2,2,5,1
16,5,6,2,2,5,2
16,5,6,2,3,1,1
16,5,6,2,3,1,2
16,5,6,2,3,2,1
16,5,6,2,3,2,2
16,5,6,2,3,3,1
16,5,6,2,3,3,2
16,5,6,2,3,4,1
16,5,6,2,3,4,2
16,5,6,2,3,5,1
16,5,6,2,3,5,2
16,5,6,3,1,1,1
16,5,6,3,1,1,2
16,5,6,3,1,2,1
16,5,6,3,1,2,2
16,5,6,3,1,3,1
16,5,6,3,1,3,2
16,5,6,3,1,4,1
16,5,6,3,1,4,2
16,5,6,3,1,5,1
16,5,6,3,1,5,2
16,5,6,3,2,1,1
16,5,6,3,2,1,2
16,5,6,3,2,2,1
16,5,6,3,2,2,2
16,5,6,3,2,3,1
16,5,6,3,2,3,2
16,5,6,3,2,4,1
16,5,6,3,2,4,2
16,5,6,3,2,5,1
16,5,6,3,2,5,2
16,5,6,3,3,1,1
16,5,6,3,3,1,2
16,5,6,3,3,2,1
16,5,6,3,3,2,2
16,5,6,3,3,3,1
16,5,6,3,3,3,2
16,5,6,3,3,4,1
16,5,6,3,3,4,2
16,5,6,3,3,5,1
16,5,6,3,3,5,2
16,6,1,1,1,1,1
16,6,1,1,1,1,2
16,6,1,1,1,2,1
16,6,1,1,1,2,2
16,6,1,1,1,3,1
16,6,1,1,1,3,2
16,6,1,1,1,4,1
16,6,1,1,1,4,2
16,6,1,1,1,5,1
16,6,1,1,1,5,2
16,6,1,1,2,1,1
16,6,1,1,2,1,2
16,6,1,1,2,2,1
16,6,1,1,2,2,2
16,6,1,1,2,3,1
16,6,1,1,2,3,2
16,6,1,1,2,4,1
16,6,1,1,2,4,2
16,6,1,1,2,5,1
16,6,1,1,2,5,2
16,6,1,1,3,1,1
16,6,1,1,3,1,2
16,6,1,1,3,2,1
16,6,1,1,3,2,2
16,6,1,1,3,3,1
16,6,1,1,3,3,2
16,6,1,1,3,4,1
16,6,1,1,3,4,2
16,6,1,1,3,5,1
16,6,1,1,3,5,2
16,6,1,2,1,1,1
16,6,1,2,1,1,2
16,6,1,2,1,2,1
16,6,1,2,1,2,2
16,6,1,2,1,3,1
16,6,1,2,1,3,2
16,6,1,2,1,4,1
16,6,1,2,1,4,2
16,6,1,2,1,5,1
16,6,1,2,1,5,2
16,6,1,2,2,1,1
16,6,1,2,2,1,2
16,6,1,2,2,2,1
16,6,1,2,2,2,2
16,6,1,2,2,3,1
16,6,1,2,2,3,2
16,6,1,2,2,4,1
16,6,1,2,2,4,2
16,6,1,2,2,5,1
16,6,1,2,2,5,2
16,6,1,2,3,1,1
16,6,1,2,3,1,2
16,6,1,2,3,2,1
16,6,1,2,3,2,2
16,6,1,2,3,3,1
16,6,1,2,3,3,2
16,6,1,2,3,4,1
16,6,1,2,3,4,2
16,6,1,2,3,5,1
16,6,1,2,3,5,2
16,6,1,3,1,1,1
16,6,1,3,1,1,2
16,6,1,3,1,2,1
16,6,1,3,1,2,2
16,6,1,3,1,3,1
16,6,1,3,1,3,2
16,6,1,3,1,4,1
16,6,1,3,1,4,2
16,6,1,3,1,5,1
16,6,1,3,1,5,2
16,6,1,3,2,1,1
16,6,1,3,2,1,2
16,6,1,3,2,2,1
16,6,1,3,2,2,2
16,6,1,3,2,3,1
16,6,1,3,2,3,2
16,6,1,3,2,4,1
16,6,1,3,2,4,2
16,6,1,3,2,5,1
16,6,1,3,2,5,2
16,6,1,3,3,1,1
16,6,1,3,3,1,2
16,6,1,3,3,2,1
16,6,1,3,3,2,2
16,6,1,3,3,3,1
16,6,1,3,3,3,2
16,6,1,3,3,4,1
16,6,1,3,3,4,2
16,6,1,3,3,5,1
16,6,1,3,3,5,2
16,6,2,1,1,1,1
16,6,2,1,1,1,2
16,6,2,1,1,2,1
16,6,2,1,1,2,2
16,6,2,1,1,3,1
16,6,2,1,1,3,2
16,6,2,1,1,4,1
16,6,2,1,1,4,2
16,6,2,1,1,5,1
16,6,2,1,1,5,2
16,6,2,1,2,1,1
16,6,2,1,2,1,2
16,6,2,1,2,2,1
16,6,2,1,2,2,2
16,6,2,1,2,3,1
16,6,2,1,2,3,2
16,6,2,1,2,4,1
16,6,2,1,2,4,2
16,6,2,1,2,5,1
16,6,2,1,2,5,2
16,6,2,1,3,1,1
16,6,2,1,3,1,2
16,6,2,1,3,2,1
16,6,2,1,3,2,2
16,6,2,1,3,3,1
16,6,2,1,3,3,2
16,6,2,1,3,4,1
16,6,2,1,3,4,2
16,6,2,1,3,5,1
16,6,2,1,3,5,2
16,6,2,2,1,1,1
16,6,2,2,1,1,2
16,6,2,2,1,2,1
16,6,2,2,1,2,2
16,6,2,2,1,3,1
16,6,2,2,1,3,2
16,6,2,2,1,4,1
16,6,2,2,1,4,2
16,6,2,2,1,5,1
16,6,2,2,1,5,2
16,6,2,2,2,1,1
16,6,2,2,2,1,2
16,6,2,2,2,2,1
16,6,2,2,2,2,2
16,6,2,2,2,3,1
16,6,2,2,2,3,2
16,6,2,2,2,4,1
16,6,2,2,2,4,2
16,6,2,2,2,5,1
16,6,2,2,2,5,2
16,6,2,2,3,1,1
16,6,2,2,3,1,2
16,6,2,2,3,2,1
16,6,2,2,3,2,2
16,6,2,2,3,3,1
16,6,2,2,3,3,2
16,6,2,2,3,4,1
16,6,2,2,3,4,2
16,6,2,2,3,5,1
16,6,2,2,3,5,2
16,6,2,3,1,1,1
16,6,2,3,1,1,2
16,6,2,3,1,2,1
16,6,2,3,1,2,2
16,6,2,3,1,3,1
16,6,2,3,1,3,2
16,6,2,3,1,4,1
16,6,2,3,1,4,2
16,6,2,3,1,5,1
16,6,2,3,1,5,2
16,6,2,3,2,1,1
16,6,2,3,2,1,2
16,6,2,3,2,2,1
16,6,2,3,2,2,2
16,6,2,3,2,3,1
16,6,2,3,2,3,2
16,6,2,3,2,4,1
16,6,2,3,2,4,2
16,6,2,3,2,5,1
16,6,2,3,2,5,2
16,6,2,3,3,1,1
16,6,2,3,3,1,2
16,6,2,3,3,2,1
16,6,2,3,3,2,2
16,6,2,3,3,3,1
16,6,2,3,3,3,2
16,6,2,3,3,4,1
16,6,2,3,3,4,2
16,6,2,3,3,5,1
16,6,2,3,3,5,2
16,6,3,1,1,1,1
16,6,3,1,1,1,2
16,6,3,1,1,2,1
16,6,3,1,1,2,2
16,6,3,1,1,3,1
16,6,3,1,1,3,2
16,6,3,1,1,4,1
16,6,3,1,1,4,2
16,6,3,1,1,5,1
16,6,3,1,1,5,2
16,6,3,1,2,1,1
16,6,3,1,2,1,2
16,6,3,1,2,2,1
16,6,3,1,2,2,2
16,6,3,1,2,3,1
16,6,3,1,2,3,2
16,6,3,1,2,4,1
16,6,3,1,2,4,2
16,6,3,1,2,5,1
16,6,3,1,2,5,2
16,6,3,1,3,1,1
16,6,3,1,3,1,2
16,6,3,1,3,2,1
16,6,3,1,3,2,2
16,6,3,1,3,3,1
16,6,3,1,3,3,2
16,6,3,1,3,4,1
16,6,3,1,3,4,2
16,6,3,1,3,5,1
16,6,3,1,3,5,2
16,6,3,2,1,1,1
16,6,3,2,1,1,2
16,6,3,2,1,2,1
16,6,3,2,1,2,2
16,6,3,2,1,3,1
16,6,3,2,1,3,2
16,6,3,2,1,4,1
16,6,3,2,1,4,2
16,6,3,2,1,5,1
16,6,3,2,1,5,2
16,6,3,2,2,1,1
16,6,3,2,2,1,2
16,6,3,2,2,2,1
16,6,3,2,2,2,2
16,6,3,2,2,3,1
16,6,3,2,2,3,2
16,6,3,2,2,4,1
16,6,3,2,2,4,2
16,6,3,2,2,5,1
16,6,3,2,2,5,2
16,6,3,2,3,1,1
16,6,3,2,3,1,2
16,6,3,2,3,2,1
16,6,3,2,3,2,2
16,6,3,2,3,3,1
16,6,3,2,3,3,2
16,6,3,2,3,4,1
16,6,3,2,3,4,2
16,6,3,2,3,5,1
16,6,3,2,3,5,2
16,6,3,3,1,1,1
16,6,3,3,1,1,2
16,6,3,3,1,2,1
16,6,3,3,1,2,2
16,6,3,3,1,3,1
16,6,3,3,1,3,2
16,6,3,3,1,4,1
16,6,3,3,1,4,2
16,6,3,3,1,5,1
16,6,3,3,1,5,2
16,6,3,3,2,1,1
16,6,3,3,2,1,2
16,6,3,3,2,2,1
16,6,3,3,2,2,2
16,6,3,3,2,3,1
16,6,3,3,2,3,2
16,6,3,3,2,4,1
16,6,3,3,2,4,2
16,6,3,3,2,5,1
16,6,3,3,2,5,2
16,6,3,3,3,1,1
16,6,3,3,3,1,2
16,6,3,3,3,2,1
16,6,3,3,3,2,2
16,6,3,3,3,3,1
16,6,3,3,3,3,2
16,6,3,3,3,4,1
16,6,3,3,3,4,2
16,6,3,3,3,5,1
16,6,3,3,3,5,2
16,6,5,1,1,1,1
16,6,5,1,1,1,2
16,6,5,1,1,2,1
16,6,5,1,1,2,2
16,6,5,1,1,3,1
16,6,5,1,1,3,2
16,6,5,1,1,4,1
16,6,5,1,1,4,2
16,6,5,1,1,5,1
16,6,5,1,1,5,2
16,6,5,1,2,1,1
16,6,5,1,2,1,2
16,6,5,1,2,2,1
16,6,5,1,2,2,2
16,6,5,1,2,3,1
16,6,5,1,2,3,2
16,6,5,1,2,4,1
16,6,5,1,2,4,2
16,6,5,1,2,5,1
16,6,5,1,2,5,2
16,6,5,1,3,1,1
16,6,5,1,3,1,2
16,6,5,1,3,2,1
16,6,5,1,3,2,2
16,6,5,1,3,3,1
16,6,5,1,3,3,2
16,6,5,1,3,4,1
16,6,5,1,3,4,2
16,6,5,1,3,5,1
16,6,5,1,3,5,2
16,6,5,2,1,1,1
16,6,5,2,1,1,2
16,6,5,2,1,2,1
16,6,5,2,1,2,2
16,6,5,2,1,3,1
16,6,5,2,1,3,2
16,6,5,2,1,4,1
16,6,5,2,1,4,2
16,6,5,2,1,5,1
16,6,5,2,1,5,2
16,6,5,2,2,1,1
16,6,5,2,2,1,2
16,6,5,2,2,2,1
16,6,5,2,2,2,2
16,6,5,2,2,3,1
16,6,5,2,2,3,2
16,6,5,2,2,4,1
16,6,5,2,2,4,2
16,6,5,2,2,5,1
16,6,5,2,2,5,2
16,6,5,2,3,1,1
16,6,5,2,3,1,2
16,6,5,2,3,2,1
16,6,5,2,3,2,2
16,6,5,2,3,3,1
16,6,5,2,3,3,2
16,6,5,2,3,4,1
16,6,5,2,3,4,2
16,6,5,2,3,5,1
16,6,5,2,3,5,2
16,6,5,3,1,1,1
16,6,5,3,1,1,2
16,6,5,3,1,2,1
16,6,5,3,1,2,2
16,6,5,3,1,3,1
16,6,5,3,1,3,2
16,6,5,3,1,4,1
16,6,5,3,1,4,2
16,6,5,3,1,5,1
16,6,5,3,1,5,2
16,6,5,3,2,1,1
16,6,5,3,2,1,2
16,6,5,3,2,2,1
16,6,5,3,2,2,2
16,6,5,3,2,3,1
16,6,5,3,2,3,2
16,6,5,3,2,4,1
16,6,5,3,2,4,2
16,6,5,3,2,5,1
16,6,5,3,2,5,2
16,6,5,3,3,1,1
16,6,5,3,3,1,2
16,6,5,3,3,2,1
16,6,5,3,3,2,2
16,6,5,3,3,3,1
16,6,5,3,3,3,2
16,6,5,3,3,4,1
16,6,5,3,3,4,2
16,6,5,3,3,5,1
16,6,5,3,3,5,2
16,6,6,1,1,1,1
16,6,6,1,1,1,2
16,6,6,1,1,2,1
16,6,6,1,1,2,2
16,6,6,1,1,3,1
16,6,6,1,1,3,2
16,6,6,1,1,4,1
16,6,6,1,1,4,2
16,6,6,1,1,5,1
16,6,6,1,1,5,2
16,6,6,1,2,1,1
16,6,6,1,2,1,2
16,6,6,1,2,2,1
16,6,6,1,2,2,2
16,6,6,1,2,3,1
16,6,6,1,2,3,2
16,6,6,1,2,4,1
16,6,6,1,2,4,2
16,6,6,1,2,5,1
16,6,6,1,2,5,2
16,6,6,1,3,1,1
16,6,6,1,3,1,2
16,6,6,1,3,2,1
16,6,6,1,3,2,2
16,6,6,1,3,3,1
16,6,6,1,3,3,2
16,6,6,1,3,4,1
16,6,6,1,3,4,2
16,6,6,1,3,5,1
16,6,6,1,3,5,2
16,6,6,2,1,1,1
16,6,6,2,1,1,2
16,6,6,2,1,2,1
16,6,6,2,1,2,2
16,6,6,2,1,3,1
16,6,6,2,1,3,2
16,6,6,2,1,4,1
16,6,6,2,1,4,2
16,6,6,2,1,5,1
16,6,6,2,1,5,2
16,6,6,2,2,1,1
16,6,6,2,2,1,2
16,6,6,2,2,2,1
16,6,6,2,2,2,2
16,6,6,2,2,3,1
16,6,6,2,2,3,2
16,6,6,2,2,4,1
16,6,6,2,2,4,2
16,6,6,2,2,5,1
16,6,6,2,2,5,2
16,6,6,2,3,1,1
16,6,6,2,3,1,2
16,6,6,2,3,2,1
16,6,6,2,3,2,2
16,6,6,2,3,3,1
16,6,6,2,3,3,2
16,6,6,2,3,4,1
16,6,6,2,3,4,2
16,6,6,2,3,5,1
16,6,6,2,3,5,2
16,6,6,3,1,1,1
16,6,6,3,1,1,2
16,6,6,3,1,2,1
16,6,6,3,1,2,2
16,6,6,3,1,3,1
16,6,6,3,1,3,2
16,6,6,3,1,4,1
16,6,6,3,1,4,2
16,6,6,3,1,5,1
16,6,6,3,1,5,2
16,6,6,3,2,1,1
16,6,6,3,2,1,2
16,6,6,3,2,2,1
16,6,6,3,2,2,2
16,6,6,3,2,3,1
16,6,6,3,2,3,2
16,6,6,3,2,4,1
16,6,6,3,2,4,2
16,6,6,3,2,5,1
16,6,6,3,2,5,2
16,6,6,3,3,1,1
16,6,6,3,3,1,2
16,6,6,3,3,2,1
16,6,6,3,3,2,2
16,6,6,3,3,3,1
16,6,6,3,3,3,2
16,6,6,3,3,4,1
16,6,6,3,3,4,2
16,6,6,3,3,5,1
16,6,6,3,3,5,2
16,7,1,1,1,1,1
16,7,1,1,1,1,2
16,7,1,1,1,2,1
16,7,1,1,1,2,2
16,7,1,1,1,3,1
16,7,1,1,1,3,2
16,7,1,1,1,4,1
16,7,1,1,1,4,2
16,7,1,1,1,5,1
16,7,1,1,1,5,2
16,7,1,1,2,1,1
16,7,1,1,2,1,2
16,7,1,1,2,2,1
16,7,1,1,2,2,2
16,7,1,1,2,3,1
16,7,1,1,2,3,2
16,7,1,1,2,4,1
16,7,1,1,2,4,2
16,7,1,1,2,5,1
16,7,1,1,2,5,2
16,7,1,1,3,1,1
16,7,1,1,3,1,2
16,7,1,1,3,2,1
16,7,1,1,3,2,2
16,7,1,1,3,3,1
16,7,1,1,3,3,2
16,7,1,1,3,4,1
16,7,1,1,3,4,2
16,7,1,1,3,5,1
16,7,1,1,3,5,2
16,7,1,2,1,1,1
16,7,1,2,1,1,2
16,7,1,2,1,2,1
16,7,1,2,1,2,2
16,7,1,2,1,3,1
16,7,1,2,1,3,2
16,7,1,2,1,4,1
16,7,1,2,1,4,2
16,7,1,2,1,5,1
16,7,1,2,1,5,2
16,7,1,2,2,1,1
16,7,1,2,2,1,2
16,7,1,2,2,2,1
16,7,1,2,2,2,2
16,7,1,2,2,3,1
16,7,1,2,2,3,2
16,7,1,2,2,4,1
16,7,1,2,2,4,2
16,7,1,2,2,5,1
16,7,1,2,2,5,2
16,7,1,2,3,1,1
16,7,1,2,3,1,2
16,7,1,2,3,2,1
16,7,1,2,3,2,2
16,7,1,2,3,3,1
16,7,1,2,3,3,2
16,7,1,2,3,4,1
16,7,1,2,3,4,2
16,7,1,2,3,5,1
16,7,1,2,3,5,2
16,7,1,3,1,1,1
16,7,1,3,1,1,2
16,7,1,3,1,2,1
16,7,1,3,1,2,2
16,7,1,3,1,3,1
16,7,1,3,1,3,2
16,7,1,3,1,4,1
16,7,1,3,1,4,2
16,7,1,3,1,5,1
16,7,1,3,1,5,2
16,7,1,3,2,1,1
16,7,1,3,2,1,2
16,7,1,3,2,2,1
16,7,1,3,2,2,2
16,7,1,3,2,3,1
16,7,1,3,2,3,2
16,7,1,3,2,4,1
16,7,1,3,2,4,2
16,7,1,3,2,5,1
16,7,1,3,2,5,2
16,7,1,3,3,1,1
16,7,1,3,3,1,2
16,7,1,3,3,2,1
16,7,1,3,3,2,2
16,7,1,3,3,3,1
16,7,1,3,3,3,2
16,7,1,3,3,4,1
16,7,1,3,3,4,2
16,7,1,3,3,5,1
16,7,1,3,3,5,2
16,7,2,1,1,1,1
16,7,2,1,1,1,2
16,7,2,1,1,2,1
16,7,2,1,1,2,2
16,7,2,1,1,3,1
16,7,2,1,1,3,2
16,7,2,1,1,4,1
16,7,2,1,1,4,2
16,7,2,1,1,5,1
16,7,2,1,1,5,2
16,7,2,1,2,1,1
16,7,2,1,2,1,2
16,7,2,1,2,2,1
16,7,2,1,2,2,2
16,7,2,1,2,3,1
16,7,2,1,2,3,2
16,7,2,1,2,4,1
16,7,2,1,2,4,2
16,7,2,1,2,5,1
16,7,2,1,2,5,2
16,7,2,1,3,1,1
16,7,2,1,3,1,2
16,7,2,1,3,2,1
16,7,2,1,3,2,2
16,7,2,1,3,3,1
16,7,2,1,3,3,2
16,7,2,1,3,4,1
16,7,2,1,3,4,2
16,7,2,1,3,5,1
16,7,2,1,3,5,2
16,7,2,2,1,1,1
16,7,2,2,1,1,2
16,7,2,2,1,2,1
16,7,2,2,1,2,2
16,7,2,2,1,3,1
16,7,2,2,1,3,2
16,7,2,2,1,4,1
16,7,2,2,1,4,2
16,7,2,2,1,5,1
16,7,2,2,1,5,2
16,7,2,2,2,1,1
16,7,2,2,2,1,2
16,7,2,2,2,2,1
16,7,2,2,2,2,2
16,7,2,2,2,3,1
16,7,2,2,2,3,2
16,7,2,2,2,4,1
16,7,2,2,2,4,2
16,7,2,2,2,5,1
16,7,2,2,2,5,2
16,7,2,2,3,1,1
16,7,2,2,3,1,2
16,7,2,2,3,2,1
16,7,2,2,3,2,2
16,7,2,2,3,3,1
16,7,2,2,3,3,2
16,7,2,2,3,4,1
16,7,2,2,3,4,2
16,7,2,2,3,5,1
16,7,2,2,3,5,2
16,7,2,3,1,1,1
16,7,2,3,1,1,2
16,7,2,3,1,2,1
16,7,2,3,1,2,2
16,7,2,3,1,3,1
16,7,2,3,1,3,2
16,7,2,3,1,4,1
16,7,2,3,1,4,2
16,7,2,3,1,5,1
16,7,2,3,1,5,2
16,7,2,3,2,1,1
16,7,2,3,2,1,2
16,7,2,3,2,2,1
16,7,2,3,2,2,2
16,7,2,3,2,3,1
16,7,2,3,2,3,2
16,7,2,3,2,4,1
16,7,2,3,2,4,2
16,7,2,3,2,5,1
16,7,2,3,2,5,2
16,7,2,3,3,1,1
16,7,2,3,3,1,2
16,7,2,3,3,2,1
16,7,2,3,3,2,2
16,7,2,3,3,3,1
16,7,2,3,3,3,2
16,7,2,3,3,4,1
16,7,2,3,3,4,2
16,7,2,3,3,5,1
16,7,2,3,3,5,2
16,7,3,1,1,1,1
16,7,3,1,1,1,2
16,7,3,1,1,2,1
16,7,3,1,1,2,2
16,7,3,1,1,3,1
16,7,3,1,1,3,2
16,7,3,1,1,4,1
16,7,3,1,1,4,2
16,7,3,1,1,5,1
16,7,3,1,1,5,2
16,7,3,1,2,1,1
16,7,3,1,2,1,2
16,7,3,1,2,2,1
16,7,3,1,2,2,2
16,7,3,1,2,3,1
16,7,3,1,2,3,2
16,7,3,1,2,4,1
16,7,3,1,2,4,2
16,7,3,1,2,5,1
16,7,3,1,2,5,2
16,7,3,1,3,1,1
16,7,3,1,3,1,2
16,7,3,1,3,2,1
16,7,3,1,3,2,2
16,7,3,1,3,3,1
16,7,3,1,3,3,2
16,7,3,1,3,4,1
16,7,3,1,3,4,2
16,7,3,1,3,5,1
16,7,3,1,3,5,2
16,7,3,2,1,1,1
16,7,3,2,1,1,2
16,7,3,2,1,2,1
16,7,3,2,1,2,2
16,7,3,2,1,3,1
16,7,3,2,1,3,2
16,7,3,2,1,4,1
16,7,3,2,1,4,2
16,7,3,2,1,5,1
16,7,3,2,1,5,2
16,7,3,2,2,1,1
16,7,3,2,2,1,2
16,7,3,2,2,2,1
16,7,3,2,2,2,2
16,7,3,2,2,3,1
16,7,3,2,2,3,2
16,7,3,2,2,4,1
16,7,3,2,2,4,2
16,7,3,2,2,5,1
16,7,3,2,2,5,2
16,7,3,2,3,1,1
16,7,3,2,3,1,2
16,7,3,2,3,2,1
16,7,3,2,3,2,2
16,7,3,2,3,3,1
16,7,3,2,3,3,2
16,7,3,2,3,4,1
16,7,3,2,3,4,2
16,7,3,2,3,5,1
16,7,3,2,3,5,2
16,7,3,3,1,1,1
16,7,3,3,1,1,2
16,7,3,3,1,2,1
16,7,3,3,1,2,2
16,7,3,3,1,3,1
16,7,3,3,1,3,2
16,7,3,3,1,4,1
16,7,3,3,1,4,2
16,7,3,3,1,5,1
16,7,3,3,1,5,2
16,7,3,3,2,1,1
16,7,3,3,2,1,2
16,7,3,3,2,2,1
16,7,3,3,2,2,2
16,7,3,3,2,3,1
16,7,3,3,2,3,2
16,7,3,3,2,4,1
16,7,3,3,2,4,2
16,7,3,3,2,5,1
16,7,3,3,2,5,2
16,7,3,3,3,1,1
16,7,3,3,3,1,2
16,7,3,3,3,2,1
16,7,3,3,3,2,2
16,7,3,3,3,3,1
16,7,3,3,3,3,2
16,7,3,3,3,4,1
16,7,3,3,3,4,2
16,7,3,3,3,5,1
16,7,3,3,3,5,2
16,7,5,1,1,1,1
16,7,5,1,1,1,2
16,7,5,1,1,2,1
16,7,5,1,1,2,2
16,7,5,1,1,3,1
16,7,5,1,1,3,2
16,7,5,1,1,4,1
16,7,5,1,1,4,2
16,7,5,1,1,5,1
16,7,5,1,1,5,2
16,7,5,1,2,1,1
16,7,5,1,2,1,2
16,7,5,1,2,2,1
16,7,5,1,2,2,2
16,7,5,1,2,3,1
16,7,5,1,2,3,2
16,7,5,1,2,4,1
16,7,5,1,2,4,2
16,7,5,1,2,5,1
16,7,5,1,2,5,2
16,7,5,1,3,1,1
16,7,5,1,3,1,2
16,7,5,1,3,2,1
16,7,5,1,3,2,2
16,7,5,1,3,3,1
16,7,5,1,3,3,2
16,7,5,1,3,4,1
16,7,5,1,3,4,2
16,7,5,1,3,5,1
16,7,5,1,3,5,2
16,7,5,2,1,1,1
16,7,5,2,1,1,2
16,7,5,2,1,2,1
16,7,5,2,1,2,2
16,7,5,2,1,3,1
16,7,5,2,1,3,2
16,7,5,2,1,4,1
16,7,5,2,1,4,2
16,7,5,2,1,5,1
16,7,5,2,1,5,2
16,7,5,2,2,1,1
16,7,5,2,2,1,2
16,7,5,2,2,2,1
16,7,5,2,2,2,2
16,7,5,2,2,3,1
16,7,5,2,2,3,2
16,7,5,2,2,4,1
16,7,5,2,2,4,2
16,7,5,2,2,5,1
16,7,5,2,2,5,2
16,7,5,2,3,1,1
16,7,5,2,3,1,2
16,7,5,2,3,2,1
16,7,5,2,3,2,2
16,7,5,2,3,3,1
16,7,5,2,3,3,2
16,7,5,2,3,4,1
16,7,5,2,3,4,2
