nhb_p,tfn_at,nhb_m,g,soc,ns,ca
15,4,1,1,1,5,1
15,4,1,1,1,5,2
15,4,1,1,2,1,1
15,4,1,1,2,1,2
15,4,1,1,2,2,1
15,4,1,1,2,2,2
15,4,1,1,2,3,1
15,4,1,1,2,3,2
15,4,1,1,2,4,1
15,4,1,1,2,4,2
15,4,1,1,2,5,1
15,4,1,1,2,5,2
15,4,1,1,3,1,1
15,4,1,1,3,1,2
15,4,1,1,3,2,1
15,4,1,1,3,2,2
15,4,1,1,3,3,1
15,4,1,1,3,3,2
15,4,1,1,3,4,1
15,4,1,1,3,4,2
15,4,1,1,3,5,1
15,4,1,1,3,5,2
15,4,1,2,1,1,1
15,4,1,2,1,1,2
15,4,1,2,1,2,1
15,4,1,2,1,2,2
15,4,1,2,1,3,1
15,4,1,2,1,3,2
15,4,1,2,1,4,1
15,4,1,2,1,4,2
15,4,1,2,1,5,1
15,4,1,2,1,5,2
15,4,1,2,2,1,1
15,4,1,2,2,1,2
15,4,1,2,2,2,1
15,4,1,2,2,2,2
15,4,1,2,2,3,1
15,4,1,2,2,3,2
15,4,1,2,2,4,1
15,4,1,2,2,4,2
15,4,1,2,2,5,1
15,4,1,2,2,5,2
15,4,1,2,3,1,1
15,4,1,2,3,1,2
15,4,1,2,3,2,1
15,4,1,2,3,2,2
15,4,1,2,3,3,1
15,4,1,2,3,3,2
15,4,1,2,3,4,1
15,4,1,2,3,4,2
15,4,1,2,3,5,1
15,4,1,2,3,5,2
15,4,1,3,1,1,1
15,4,1,3,1,1,2
15,4,1,3,1,2,1
15,4,1,3,1,2,2
15,4,1,3,1,3,1
15,4,1,3,1,3,2
15,4,1,3,1,4,1
15,4,1,3,1,4,2
15,4,1,3,1,5,1
15,4,1,3,1,5,2
15,4,1,3,2,1,1
15,4,1,3,2,1,2
15,4,1,3,2,2,1
15,4,1,3,2,2,2
15,4,1,3,2,3,1
15,4,1,3,2,3,2
15,4,1,3,2,4,1
15,4,1,3,2,4,2
15,4,1,3,2,5,1
15,4,1,3,2,5,2
15,4,1,3,3,1,1
15,4,1,3,3,1,2
15,4,1,3,3,2,1
15,4,1,3,3,2,2
15,4,1,3,3,3,1
15,4,1,3,3,3,2
15,4,1,3,3,4,1
15,4,1,3,3,4,2
15,4,1,3,3,5,1
15,4,1,3,3,5,2
15,4,2,1,1,1,1
15,4,2,1,1,1,2
15,4,2,1,1,2,1
15,4,2,1,1,2,2
15,4,2,1,1,3,1
15,4,2,1,1,3,2
15,4,2,1,1,4,1
15,4,2,1,1,4,2
15,4,2,1,1,5,1
15,4,2,1,1,5,2
15,4,2,1,2,1,1
15,4,2,1,2,1,2
15,4,2,1,2,2,1
15,4,2,1,2,2,2
15,4,2,1,2,3,1
15,4,2,1,2,3,2
15,4,2,1,2,4,1
15,4,2,1,2,4,2
15,4,2,1,2,5,1
15,4,2,1,2,5,2
15,4,2,1,3,1,1
15,4,2,1,3,1,2
15,4,2,1,3,2,1
15,4,2,1,3,2,2
15,4,2,1,3,3,1
15,4,2,1,3,3,2
15,4,2,1,3,4,1
15,4,2,1,3,4,2
15,4,2,1,3,5,1
15,4,2,1,3,5,2
15,4,2,2,1,1,1
15,4,2,2,1,1,2
15,4,2,2,1,2,1
15,4,2,2,1,2,2
15,4,2,2,1,3,1
15,4,2,2,1,3,2
15,4,2,2,1,4,1
15,4,2,2,1,4,2
15,4,2,2,1,5,1
15,4,2,2,1,5,2
15,4,2,2,2,1,1
15,4,2,2,2,1,2
15,4,2,2,2,2,1
15,4,2,2,2,2,2
15,4,2,2,2,3,1
15,4,2,2,2,3,2
15,4,2,2,2,4,1
15,4,2,2,2,4,2
15,4,2,2,2,5,1
15,4,2,2,2,5,2
15,4,2,2,3,1,1
15,4,2,2,3,1,2
15,4,2,2,3,2,1
15,4,2,2,3,2,2
15,4,2,2,3,3,1
15,4,2,2,3,3,2
15,4,2,2,3,4,1
15,4,2,2,3,4,2
15,4,2,2,3,5,1
15,4,2,2,3,5,2
15,4,2,3,1,1,1
15,4,2,3,1,1,2
15,4,2,3,1,2,1
15,4,2,3,1,2,2
15,4,2,3,1,3,1
15,4,2,3,1,3,2
15,4,2,3,1,4,1
15,4,2,3,1,4,2
15,4,2,3,1,5,1
15,4,2,3,1,5,2
15,4,2,3,2,1,1
15,4,2,3,2,1,2
15,4,2,3,2,2,1
15,4,2,3,2,2,2
15,4,2,3,2,3,1
15,4,2,3,2,3,2
15,4,2,3,2,4,1
15,4,2,3,2,4,2
15,4,2,3,2,5,1
15,4,2,3,2,5,2
15,4,2,3,3,1,1
15,4,2,3,3,1,2
15,4,2,3,3,2,1
15,4,2,3,3,2,2
15,4,2,3,3,3,1
15,4,2,3,3,3,2
15,4,2,3,3,4,1
15,4,2,3,3,4,2
15,4,2,3,3,5,1
15,4,2,3,3,5,2
15,4,3,1,1,1,1
15,4,3,1,1,1,2
15,4,3,1,1,2,1
15,4,3,1,1,2,2
15,4,3,1,1,3,1
15,4,3,1,1,3,2
15,4,3,1,1,4,1
15,4,3,1,1,4,2
15,4,3,1,1,5,1
15,4,3,1,1,5,2
15,4,3,1,2,1,1
15,4,3,1,2,1,2
15,4,3,1,2,2,1
15,4,3,1,2,2,2
15,4,3,1,2,3,1
15,4,3,1,2,3,2
15,4,3,1,2,4,1
15,4,3,1,2,4,2
15,4,3,1,2,5,1
15,4,3,1,2,5,2
15,4,3,1,3,1,1
15,4,3,1,3,1,2
15,4,3,1,3,2,1
15,4,3,1,3,2,2
15,4,3,1,3,3,1
15,4,3,1,3,3,2
15,4,3,1,3,4,1
15,4,3,1,3,4,2
15,4,3,1,3,5,1
15,4,3,1,3,5,2
15,4,3,2,1,1,1
15,4,3,2,1,1,2
15,4,3,2,1,2,1
15,4,3,2,1,2,2
15,4,3,2,1,3,1
15,4,3,2,1,3,2
15,4,3,2,1,4,1
15,4,3,2,1,4,2
15,4,3,2,1,5,1
15,4,3,2,1,5,2
15,4,3,2,2,1,1
15,4,3,2,2,1,2
15,4,3,2,2,2,1
15,4,3,2,2,2,2
15,4,3,2,2,3,1
15,4,3,2,2,3,2
15,4,3,2,2,4,1
15,4,3,2,2,4,2
15,4,3,2,2,5,1
15,4,3,2,2,5,2
15,4,3,2,3,1,1
15,4,3,2,3,1,2
15,4,3,2,3,2,1
15,4,3,2,3,2,2
15,4,3,2,3,3,1
15,4,3,2,3,3,2
15,4,3,2,3,4,1
15,4,3,2,3,4,2
15,4,3,2,3,5,1
15,4,3,2,3,5,2
15,4,3,3,1,1,1
15,4,3,3,1,1,2
15,4,3,3,1,2,1
15,4,3,3,1,2,2
15,4,3,3,1,3,1
15,4,3,3,1,3,2
15,4,3,3,1,4,1
15,4,3,3,1,4,2
15,4,3,3,1,5,1
15,4,3,3,1,5,2
15,4,3,3,2,1,1
15,4,3,3,2,1,2
15,4,3,3,2,2,1
15,4,3,3,2,2,2
15,4,3,3,2,3,1
15,4,3,3,2,3,2
15,4,3,3,2,4,1
15,4,3,3,2,4,2
15,4,3,3,2,5,1
15,4,3,3,2,5,2
15,4,3,3,3,1,1
15,4,3,3,3,1,2
15,4,3,3,3,2,1
15,4,3,3,3,2,2
15,4,3,3,3,3,1
15,4,3,3,3,3,2
15,4,3,3,3,4,1
15,4,3,3,3,4,2
15,4,3,3,3,5,1
15,4,3,3,3,5,2
15,4,5,1,1,1,1
15,4,5,1,1,1,2
15,4,5,1,1,2,1
15,4,5,1,1,2,2
15,4,5,1,1,3,1
15,4,5,1,1,3,2
15,4,5,1,1,4,1
15,4,5,1,1,4,2
15,4,5,1,1,5,1
15,4,5,1,1,5,2
15,4,5,1,2,1,1
15,4,5,1,2,1,2
15,4,5,1,2,2,1
15,4,5,1,2,2,2
15,4,5,1,2,3,1
15,4,5,1,2,3,2
15,4,5,1,2,4,1
15,4,5,1,2,4,2
15,4,5,1,2,5,1
15,4,5,1,2,5,2
15,4,5,1,3,1,1
15,4,5,1,3,1,2
15,4,5,1,3,2,1
15,4,5,1,3,2,2
15,4,5,1,3,3,1
15,4,5,1,3,3,2
15,4,5,1,3,4,1
15,4,5,1,3,4,2
15,4,5,1,3,5,1
15,4,5,1,3,5,2
15,4,5,2,1,1,1
15,4,5,2,1,1,2
15,4,5,2,1,2,1
15,4,5,2,1,2,2
15,4,5,2,1,3,1
15,4,5,2,1,3,2
15,4,5,2,1,4,1
15,4,5,2,1,4,2
15,4,5,2,1,5,1
15,4,5,2,1,5,2
15,4,5,2,2,1,1
15,4,5,2,2,1,2
15,4,5,2,2,2,1
15,4,5,2,2,2,2
15,4,5,2,2,3,1
15,4,5,2,2,3,2
15,4,5,2,2,4,1
15,4,5,2,2,4,2
15,4,5,2,2,5,1
15,4,5,2,2,5,2
15,4,5,2,3,1,1
15,4,5,2,3,1,2
15,4,5,2,3,2,1
15,4,5,2,3,2,2
15,4,5,2,3,3,1
15,4,5,2,3,3,2
15,4,5,2,3,4,1
15,4,5,2,3,4,2
15,4,5,2,3,5,1
15,4,5,2,3,5,2
15,4,5,3,1,1,1
15,4,5,3,1,1,2
15,4,5,3,1,2,1
15,4,5,3,1,2,2
15,4,5,3,1,3,1
15,4,5,3,1,3,2
15,4,5,3,1,4,1
15,4,5,3,1,4,2
15,4,5,3,1,5,1
15,4,5,3,1,5,2
15,4,5,3,2,1,1
15,4,5,3,2,1,2
15,4,5,3,2,2,1
15,4,5,3,2,2,2
15,4,5,3,2,3,1
15,4,5,3,2,3,2
15,4,5,3,2,4,1
15,4,5,3,2,4,2
15,4,5,3,2,5,1
15,4,5,3,2,5,2
15,4,5,3,3,1,1
15,4,5,3,3,1,2
15,4,5,3,3,2,1
15,4,5,3,3,2,2
15,4,5,3,3,3,1
15,4,5,3,3,3,2
15,4,5,3,3,4,1
15,4,5,3,3,4,2
15,4,5,3,3,5,1
15,4,5,3,3,5,2
15,4,6,1,1,1,1
15,4,6,1,1,1,2
15,4,6,1,1,2,1
15,4,6,1,1,2,2
15,4,6,1,1,3,1
15,4,6,1,1,3,2
15,4,6,1,1,4,1
15,4,6,1,1,4,2
15,4,6,1,1,5,1
15,4,6,1,1,5,2
15,4,6,1,2,1,1
15,4,6,1,2,1,2
15,4,6,1,2,2,1
15,4,6,1,2,2,2
15,4,6,1,2,3,1
15,4,6,1,2,3,2
15,4,6,1,2,4,1
15,4,6,1,2,4,2
15,4,6,1,2,5,1
15,4,6,1,2,5,2
15,4,6,1,3,1,1
15,4,6,1,3,1,2
15,4,6,1,3,2,1
15,4,6,1,3,2,2
15,4,6,1,3,3,1
15,4,6,1,3,3,2
15,4,6,1,3,4,1
15,4,6,1,3,4,2
15,4,6,1,3,5,1
15,4,6,1,3,5,2
15,4,6,2,1,1,1
15,4,6,2,1,1,2
15,4,6,2,1,2,1
15,4,6,2,1,2,2
15,4,6,2,1,3,1
15,4,6,2,1,3,2
15,4,6,2,1,4,1
15,4,6,2,1,4,2
15,4,6,2,1,5,1
15,4,6,2,1,5,2
15,4,6,2,2,1,1
15,4,6,2,2,1,2
15,4,6,2,2,2,1
15,4,6,2,2,2,2
15,4,6,2,2,3,1
15,4,6,2,2,3,2
15,4,6,2,2,4,1
15,4,6,2,2,4,2
15,4,6,2,2,5,1
15,4,6,2,2,5,2
15,4,6,2,3,1,1
15,4,6,2,3,1,2
15,4,6,2,3,2,1
15,4,6,2,3,2,2
15,4,6,2,3,3,1
15,4,6,2,3,3,2
15,4,6,2,3,4,1
15,4,6,2,3,4,2
15,4,6,2,3,5,1
15,4,6,2,3,5,2
15,4,6,3,1,1,1
15,4,6,3,1,1,2
15,4,6,3,1,2,1
15,4,6,3,1,2,2
15,4,6,3,1,3,1
15,4,6,3,1,3,2
15,4,6,3,1,4,1
15,4,6,3,1,4,2
15,4,6,3,1,5,1
15,4,6,3,1,5,2
15,4,6,3,2,1,1
15,4,6,3,2,1,2
15,4,6,3,2,2,1
15,4,6,3,2,2,2
15,4,6,3,2,3,1
15,4,6,3,2,3,2
15,4,6,3,2,4,1
15,4,6,3,2,4,2
15,4,6,3,2,5,1
15,4,6,3,2,5,2
15,4,6,3,3,1,1
15,4,6,3,3,1,2
15,4,6,3,3,2,1
15,4,6,3,3,2,2
15,4,6,3,3,3,1
15,4,6,3,3,3,2
15,4,6,3,3,4,1
15,4,6,3,3,4,2
15,4,6,3,3,5,1
15,4,6,3,3,5,2
15,5,1,1,1,1,1
15,5,1,1,1,1,2
15,5,1,1,1,2,1
15,5,1,1,1,2,2
15,5,1,1,1,3,1
15,5,1,1,1,3,2
15,5,1,1,1,4,1
15,5,1,1,1,4,2
15,5,1,1,1,5,1
15,5,1,1,1,5,2
15,5,1,1,2,1,1
15,5,1,1,2,1,2
15,5,1,1,2,2,1
15,5,1,1,2,2,2
15,5,1,1,2,3,1
15,5,1,1,2,3,2
15,5,1,1,2,4,1
15,5,1,1,2,4,2
15,5,1,1,2,5,1
15,5,1,1,2,5,2
15,5,1,1,3,1,1
15,5,1,1,3,1,2
15,5,1,1,3,2,1
15,5,1,1,3,2,2
15,5,1,1,3,3,1
15,5,1,1,3,3,2
15,5,1,1,3,4,1
15,5,1,1,3,4,2
15,5,1,1,3,5,1
15,5,1,1,3,5,2
15,5,1,2,1,1,1
15,5,1,2,1,1,2
15,5,1,2,1,2,1
15,5,1,2,1,2,2
15,5,1,2,1,3,1
15,5,1,2,1,3,2
15,5,1,2,1,4,1
15,5,1,2,1,4,2
15,5,1,2,1,5,1
15,5,1,2,1,5,2
15,5,1,2,2,1,1
15,5,1,2,2,1,2
15,5,1,2,2,2,1
15,5,1,2,2,2,2
15,5,1,2,2,3,1
15,5,1,2,2,3,2
15,5,1,2,2,4,1
15,5,1,2,2,4,2
15,5,1,2,2,5,1
15,5,1,2,2,5,2
15,5,1,2,3,1,1
15,5,1,2,3,1,2
15,5,1,2,3,2,1
15,5,1,2,3,2,2
15,5,1,2,3,3,1
15,5,1,2,3,3,2
15,5,1,2,3,4,1
15,5,1,2,3,4,2
15,5,1,2,3,5,1
15,5,1,2,3,5,2
15,5,1,3,1,1,1
15,5,1,3,1,1,2
15,5,1,3,1,2,1
15,5,1,3,1,2,2
15,5,1,3,1,3,1
15,5,1,3,1,3,2
15,5,1,3,1,4,1
15,5,1,3,1,4,2
15,5,1,3,1,5,1
15,5,1,3,1,5,2
15,5,1,3,2,1,1
15,5,1,3,2,1,2
15,5,1,3,2,2,1
15,5,1,3,2,2,2
15,5,1,3,2,3,1
15,5,1,3,2,3,2
15,5,1,3,2,4,1
15,5,1,3,2,4,2
15,5,1,3,2,5,1
15,5,1,3,2,5,2
15,5,1,3,3,1,1
15,5,1,3,3,1,2
15,5,1,3,3,2,1
15,5,1,3,3,2,2
15,5,1,3,3,3,1
15,5,1,3,3,3,2
15,5,1,3,3,4,1
15,5,1,3,3,4,2
15,5,1,3,3,5,1
15,5,1,3,3,5,2
15,5,2,1,1,1,1
15,5,2,1,1,1,2
15,5,2,1,1,2,1
15,5,2,1,1,2,2
15,5,2,1,1,3,1
15,5,2,1,1,3,2
15,5,2,1,1,4,1
15,5,2,1,1,4,2
15,5,2,1,1,5,1
15,5,2,1,1,5,2
15,5,2,1,2,1,1
15,5,2,1,2,1,2
15,5,2,1,2,2,1
15,5,2,1,2,2,2
15,5,2,1,2,3,1
15,5,2,1,2,3,2
15,5,2,1,2,4,1
15,5,2,1,2,4,2
15,5,2,1,2,5,1
15,5,2,1,2,5,2
15,5,2,1,3,1,1
15,5,2,1,3,1,2
15,5,2,1,3,2,1
15,5,2,1,3,2,2
15,5,2,1,3,3,1
15,5,2,1,3,3,2
15,5,2,1,3,4,1
15,5,2,1,3,4,2
15,5,2,1,3,5,1
15,5,2,1,3,5,2
15,5,2,2,1,1,1
15,5,2,2,1,1,2
15,5,2,2,1,2,1
15,5,2,2,1,2,2
15,5,2,2,1,3,1
15,5,2,2,1,3,2
15,5,2,2,1,4,1
15,5,2,2,1,4,2
15,5,2,2,1,5,1
15,5,2,2,1,5,2
15,5,2,2,2,1,1
15,5,2,2,2,1,2
15,5,2,2,2,2,1
15,5,2,2,2,2,2
15,5,2,2,2,3,1
15,5,2,2,2,3,2
15,5,2,2,2,4,1
15,5,2,2,2,4,2
15,5,2,2,2,5,1
15,5,2,2,2,5,2
15,5,2,2,3,1,1
15,5,2,2,3,1,2
15,5,2,2,3,2,1
15,5,2,2,3,2,2
15,5,2,2,3,3,1
15,5,2,2,3,3,2
15,5,2,2,3,4,1
15,5,2,2,3,4,2
15,5,2,2,3,5,1
15,5,2,2,3,5,2
15,5,2,3,1,1,1
15,5,2,3,1,1,2
15,5,2,3,1,2,1
15,5,2,3,1,2,2
15,5,2,3,1,3,1
15,5,2,3,1,3,2
15,5,2,3,1,4,1
15,5,2,3,1,4,2
15,5,2,3,1,5,1
15,5,2,3,1,5,2
15,5,2,3,2,1,1
15,5,2,3,2,1,2
15,5,2,3,2,2,1
15,5,2,3,2,2,2
15,5,2,3,2,3,1
15,5,2,3,2,3,2
15,5,2,3,2,4,1
15,5,2,3,2,4,2
15,5,2,3,2,5,1
15,5,2,3,2,5,2
15,5,2,3,3,1,1
15,5,2,3,3,1,2
15,5,2,3,3,2,1
15,5,2,3,3,2,2
15,5,2,3,3,3,1
15,5,2,3,3,3,2
15,5,2,3,3,4,1
15,5,2,3,3,4,2
15,5,2,3,3,5,1
15,5,2,3,3,5,2
15,5,3,1,1,1,1
15,5,3,1,1,1,2
15,5,3,1,1,2,1
15,5,3,1,1,2,2
15,5,3,1,1,3,1
15,5,3,1,1,3,2
15,5,3,1,1,4,1
15,5,3,1,1,4,2
15,5,3,1,1,5,1
15,5,3,1,1,5,2
15,5,3,1,2,1,1
15,5,3,1,2,1,2
15,5,3,1,2,2,1
15,5,3,1,2,2,2
15,5,3,1,2,3,1
15,5,3,1,2,3,2
15,5,3,1,2,4,1
15,5,3,1,2,4,2
15,5,3,1,2,5,1
15,5,3,1,2,5,2
15,5,3,1,3,1,1
15,5,3,1,3,1,2
15,5,3,1,3,2,1
15,5,3,1,3,2,2
15,5,3,1,3,3,1
15,5,3,1,3,3,2
15,5,3,1,3,4,1
15,5,3,1,3,4,2
15,5,3,1,3,5,1
15,5,3,1,3,5,2
15,5,3,2,1,1,1
15,5,3,2,1,1,2
15,5,3,2,1,2,1
15,5,3,2,1,2,2
15,5,3,2,1,3,1
15,5,3,2,1,3,2
15,5,3,2,1,4,1
15,5,3,2,1,4,2
15,5,3,2,1,5,1
15,5,3,2,1,5,2
15,5,3,2,2,1,1
15,5,3,2,2,1,2
15,5,3,2,2,2,1
15,5,3,2,2,2,2
15,5,3,2,2,3,1
15,5,3,2,2,3,2
15,5,3,2,2,4,1
15,5,3,2,2,4,2
15,5,3,2,2,5,1
15,5,3,2,2,5,2
15,5,3,2,3,1,1
15,5,3,2,3,1,2
15,5,3,2,3,2,1
15,5,3,2,3,2,2
15,5,3,2,3,3,1
15,5,3,2,3,3,2
15,5,3,2,3,4,1
15,5,3,2,3,4,2
15,5,3,2,3,5,1
15,5,3,2,3,5,2
15,5,3,3,1,1,1
15,5,3,3,1,1,2
15,5,3,3,1,2,1
15,5,3,3,1,2,2
15,5,3,3,1,3,1
15,5,3,3,1,3,2
15,5,3,3,1,4,1
15,5,3,3,1,4,2
15,5,3,3,1,5,1
15,5,3,3,1,5,2
15,5,3,3,2,1,1
15,5,3,3,2,1,2
15,5,3,3,2,2,1
15,5,3,3,2,2,2
15,5,3,3,2,3,1
15,5,3,3,2,3,2
15,5,3,3,2,4,1
15,5,3,3,2,4,2
15,5,3,3,2,5,1
15,5,3,3,2,5,2
15,5,3,3,3,1,1
15,5,3,3,3,1,2
15,5,3,3,3,2,1
15,5,3,3,3,2,2
15,5,3,3,3,3,1
15,5,3,3,3,3,2
15,5,3,3,3,4,1
15,5,3,3,3,4,2
15,5,3,3,3,5,1
15,5,3,3,3,5,2
15,5,5,1,1,1,1
15,5,5,1,1,1,2
15,5,5,1,1,2,1
15,5,5,1,1,2,2
15,5,5,1,1,3,1
15,5,5,1,1,3,2
15,5,5,1,1,4,1
15,5,5,1,1,4,2
15,5,5,1,1,5,1
15,5,5,1,1,5,2
15,5,5,1,2,1,1
15,5,5,1,2,1,2
15,5,5,1,2,2,1
15,5,5,1,2,2,2
15,5,5,1,2,3,1
15,5,5,1,2,3,2
15,5,5,1,2,4,1
15,5,5,1,2,4,2
15,5,5,1,2,5,1
15,5,5,1,2,5,2
15,5,5,1,3,1,1
15,5,5,1,3,1,2
15,5,5,1,3,2,1
15,5,5,1,3,2,2
15,5,5,1,3,3,1
15,5,5,1,3,3,2
15,5,5,1,3,4,1
15,5,5,1,3,4,2
15,5,5,1,3,5,1
15,5,5,1,3,5,2
15,5,5,2,1,1,1
15,5,5,2,1,1,2
15,5,5,2,1,2,1
15,5,5,2,1,2,2
15,5,5,2,1,3,1
15,5,5,2,1,3,2
15,5,5,2,1,4,1
15,5,5,2,1,4,2
15,5,5,2,1,5,1
15,5,5,2,1,5,2
15,5,5,2,2,1,1
15,5,5,2,2,1,2
15,5,5,2,2,2,1
15,5,5,2,2,2,2
15,5,5,2,2,3,1
15,5,5,2,2,3,2
15,5,5,2,2,4,1
15,5,5,2,2,4,2
15,5,5,2,2,5,1
15,5,5,2,2,5,2
15,5,5,2,3,1,1
15,5,5,2,3,1,2
15,5,5,2,3,2,1
15,5,5,2,3,2,2
15,5,5,2,3,3,1
15,5,5,2,3,3,2
15,5,5,2,3,4,1
15,5,5,2,3,4,2
15,5,5,2,3,5,1
15,5,5,2,3,5,2
15,5,5,3,1,1,1
15,5,5,3,1,1,2
15,5,5,3,1,2,1
15,5,5,3,1,2,2
15,5,5,3,1,3,1
15,5,5,3,1,3,2
15,5,5,3,1,4,1
15,5,5,3,1,4,2
15,5,5,3,1,5,1
15,5,5,3,1,5,2
15,5,5,3,2,1,1
15,5,5,3,2,1,2
15,5,5,3,2,2,1
15,5,5,3,2,2,2
15,5,5,3,2,3,1
15,5,5,3,2,3,2
15,5,5,3,2,4,1
15,5,5,3,2,4,2
15,5,5,3,2,5,1
15,5,5,3,2,5,2
15,5,5,3,3,1,1
15,5,5,3,3,1,2
15,5,5,3,3,2,1
15,5,5,3,3,2,2
15,5,5,3,3,3,1
15,5,5,3,3,3,2
15,5,5,3,3,4,1
15,5,5,3,3,4,2
15,5,5,3,3,5,1
15,5,5,3,3,5,2
15,5,6,1,1,1,1
15,5,6,1,1,1,2
15,5,6,1,1,2,1
15,5,6,1,1,2,2
15,5,6,1,1,3,1
15,5,6,1,1,3,2
15,5,6,1,1,4,1
15,5,6,1,1,4,2
15,5,6,1,1,5,1
15,5,6,1,1,5,2
15,5,6,1,2,1,1
15,5,6,1,2,1,2
15,5,6,1,2,2,1
15,5,6,1,2,2,2
15,5,6,1,2,3,1
15,5,6,1,2,3,2
15,5,6,1,2,4,1
15,5,6,1,2,4,2
15,5,6,1,2,5,1
15,5,6,1,2,5,2
15,5,6,1,3,1,1
15,5,6,1,3,1,2
15,5,6,1,3,2,1
15,5,6,1,3,2,2
15,5,6,1,3,3,1
15,5,6,1,3,3,2
15,5,6,1,3,4,1
15,5,6,1,3,4,2
15,5,6,1,3,5,1
15,5,6,1,3,5,2
15,5,6,2,1,1,1
15,5,6,2,1,1,2
15,5,6,2,1,2,1
15,5,6,2,1,2,2
15,5,6,2,1,3,1
15,5,6,2,1,3,2
15,5,6,2,1,4,1
15,5,6,2,1,4,2
15,5,6,2,1,5,1
15,5,6,2,1,5,2
15,5,6,2,2,1,1
15,5,6,2,2,1,2
15,5,6,2,2,2,1
15,5,6,2,2,2,2
15,5,6,2,2,3,1
15,5,6,2,2,3,2
15,5,6,2,2,4,1
15,5,6,2,2,4,2
15,5,6,2,2,5,1
15,5,6,2,2,5,2
15,5,6,2,3,1,1
15,5,6,2,3,1,2
15,5,6,2,3,2,1
15,5,6,2,3,2,2
15,5,6,2,3,3,1
15,5,6,2,3,3,2
15,5,6,2,3,4,1
15,5,6,2,3,4,2
15,5,6,2,3,5,1
15,5,6,2,3,5,2
15,5,6,3,1,1,1
15,5,6,3,1,1,2
15,5,6,3,1,2,1
15,5,6,3,1,2,2
15,5,6,3,1,3,1
15,5,6,3,1,3,2
15,5,6,3,1,4,1
15,5,6,3,1,4,2
15,5,6,3,1,5,1
15,5,6,3,1,5,2
15,5,6,3,2,1,1
15,5,6,3,2,1,2
15,5,6,3,2,2,1
15,5,6,3,2,2,2
15,5,6,3,2,3,1
15,5,6,3,2,3,2
15,5,6,3,2,4,1
15,5,6,3,2,4,2
15,5,6,3,2,5,1
15,5,6,3,2,5,2
15,5,6,3,3,1,1
15,5,6,3,3,1,2
15,5,6,3,3,2,1
15,5,6,3,3,2,2
15,5,6,3,3,3,1
15,5,6,3,3,3,2
15,5,6,3,3,4,1
15,5,6,3,3,4,2
15,5,6,3,3,5,1
15,5,6,3,3,5,2
15,6,1,1,1,1,1
15,6,1,1,1,1,2
15,6,1,1,1,2,1
15,6,1,1,1,2,2
15,6,1,1,1,3,1
15,6,1,1,1,3,2
15,6,1,1,1,4,1
15,6,1,1,1,4,2
15,6,1,1,1,5,1
15,6,1,1,1,5,2
15,6,1,1,2,1,1
15,6,1,1,2,1,2
15,6,1,1,2,2,1
15,6,1,1,2,2,2
15,6,1,1,2,3,1
15,6,1,1,2,3,2
15,6,1,1,2,4,1
15,6,1,1,2,4,2
15,6,1,1,2,5,1
15,6,1,1,2,5,2
15,6,1,1,3,1,1
15,6,1,1,3,1,2
15,6,1,1,3,2,1
15,6,1,1,3,2,2
15,6,1,1,3,3,1
15,6,1,1,3,3,2
15,6,1,1,3,4,1
15,6,1,1,3,4,2
15,6,1,1,3,5,1
15,6,1,1,3,5,2
15,6,1,2,1,1,1
15,6,1,2,1,1,2
15,6,1,2,1,2,1
15,6,1,2,1,2,2
15,6,1,2,1,3,1
15,6,1,2,1,3,2
15,6,1,2,1,4,1
15,6,1,2,1,4,2
15,6,1,2,1,5,1
15,6,1,2,1,5,2
15,6,1,2,2,1,1
15,6,1,2,2,1,2
15,6,1,2,2,2,1
15,6,1,2,2,2,2
15,6,1,2,2,3,1
15,6,1,2,2,3,2
15,6,1,2,2,4,1
15,6,1,2,2,4,2
15,6,1,2,2,5,1
15,6,1,2,2,5,2
15,6,1,2,3,1,1
15,6,1,2,3,1,2
15,6,1,2,3,2,1
15,6,1,2,3,2,2
15,6,1,2,3,3,1
15,6,1,2,3,3,2
15,6,1,2,3,4,1
15,6,1,2,3,4,2
15,6,1,2,3,5,1
15,6,1,2,3,5,2
15,6,1,3,1,1,1
15,6,1,3,1,1,2
15,6,1,3,1,2,1
15,6,1,3,1,2,2
15,6,1,3,1,3,1
15,6,1,3,1,3,2
15,6,1,3,1,4,1
15,6,1,3,1,4,2
15,6,1,3,1,5,1
15,6,1,3,1,5,2
15,6,1,3,2,1,1
15,6,1,3,2,1,2
15,6,1,3,2,2,1
15,6,1,3,2,2,2
15,6,1,3,2,3,1
15,6,1,3,2,3,2
15,6,1,3,2,4,1
15,6,1,3,2,4,2
15,6,1,3,2,5,1
15,6,1,3,2,5,2
15,6,1,3,3,1,1
15,6,1,3,3,1,2
15,6,1,3,3,2,1
15,6,1,3,3,2,2
15,6,1,3,3,3,1
15,6,1,3,3,3,2
15,6,1,3,3,4,1
15,6,1,3,3,4,2
15,6,1,3,3,5,1
15,6,1,3,3,5,2
15,6,2,1,1,1,1
15,6,2,1,1,1,2
15,6,2,1,1,2,1
15,6,2,1,1,2,2
15,6,2,1,1,3,1
15,6,2,1,1,3,2
15,6,2,1,1,4,1
15,6,2,1,1,4,2
15,6,2,1,1,5,1
15,6,2,1,1,5,2
15,6,2,1,2,1,1
15,6,2,1,2,1,2
15,6,2,1,2,2,1
15,6,2,1,2,2,2
15,6,2,1,2,3,1
