nhb_p,nhb_m,g,soc,ns,ca,tp
14,5,3,3,4,1,6
14,5,3,3,4,2,1
14,5,3,3,4,2,2
14,5,3,3,4,2,3
14,5,3,3,4,2,4
14,5,3,3,4,2,5
14,5,3,3,4,2,6
14,5,3,3,5,1,1
14,5,3,3,5,1,2
14,5,3,3,5,1,3
14,5,3,3,5,1,4
14,5,3,3,5,1,5
14,5,3,3,5,1,6
14,5,3,3,5,2,1
14,5,3,3,5,2,2
14,5,3,3,5,2,3
14,5,3,3,5,2,4
14,5,3,3,5,2,5
14,5,3,3,5,2,6
14,6,1,1,1,1,1
14,6,1,1,1,1,2
14,6,1,1,1,1,3
14,6,1,1,1,1,4
14,6,1,1,1,1,5
14,6,1,1,1,1,6
14,6,1,1,1,2,1
14,6,1,1,1,2,2
14,6,1,1,1,2,3
14,6,1,1,1,2,4
14,6,1,1,1,2,5
14,6,1,1,1,2,6
14,6,1,1,2,1,1
14,6,1,1,2,1,2
14,6,1,1,2,1,3
14,6,1,1,2,1,4
14,6,1,1,2,1,5
14,6,1,1,2,1,6
14,6,1,1,2,2,1
14,6,1,1,2,2,2
14,6,1,1,2,2,3
14,6,1,1,2,2,4
14,6,1,1,2,2,5
14,6,1,1,2,2,6
14,6,1,1,3,1,1
14,6,1,1,3,1,2
14,6,1,1,3,1,3
14,6,1,1,3,1,4
14,6,1,1,3,1,5
14,6,1,1,3,1,6
14,6,1,1,3,2,1
14,6,1,1,3,2,2
14,6,1,1,3,2,3
14,6,1,1,3,2,4
14,6,1,1,3,2,5
14,6,1,1,3,2,6
14,6,1,1,4,1,1
14,6,1,1,4,1,2
14,6,1,1,4,1,3
14,6,1,1,4,1,4
14,6,1,1,4,1,5
14,6,1,1,4,1,6
14,6,1,1,4,2,1
14,6,1,1,4,2,2
14,6,1,1,4,2,3
14,6,1,1,4,2,4
14,6,1,1,4,2,5
14,6,1,1,4,2,6
14,6,1,1,5,1,1
14,6,1,1,5,1,2
14,6,1,1,5,1,3
14,6,1,1,5,1,4
14,6,1,1,5,1,5
14,6,1,1,5,1,6
14,6,1,1,5,2,1
14,6,1,1,5,2,2
14,6,1,1,5,2,3
14,6,1,1,5,2,4
14,6,1,1,5,2,5
14,6,1,1,5,2,6
14,6,1,2,1,1,1
14,6,1,2,1,1,2
14,6,1,2,1,1,3
14,6,1,2,1,1,4
14,6,1,2,1,1,5
14,6,1,2,1,1,6
14,6,1,2,1,2,1
14,6,1,2,1,2,2
14,6,1,2,1,2,3
14,6,1,2,1,2,4
14,6,1,2,1,2,5
14,6,1,2,1,2,6
14,6,1,2,2,1,1
14,6,1,2,2,1,2
14,6,1,2,2,1,3
14,6,1,2,2,1,4
14,6,1,2,2,1,5
14,6,1,2,2,1,6
14,6,1,2,2,2,1
14,6,1,2,2,2,2
14,6,1,2,2,2,3
14,6,1,2,2,2,4
14,6,1,2,2,2,5
14,6,1,2,2,2,6
14,6,1,2,3,1,1
14,6,1,2,3,1,2
14,6,1,2,3,1,3
14,6,1,2,3,1,4
14,6,1,2,3,1,5
14,6,1,2,3,1,6
14,6,1,2,3,2,1
14,6,1,2,3,2,2
14,6,1,2,3,2,3
14,6,1,2,3,2,4
14,6,1,2,3,2,5
14,6,1,2,3,2,6
14,6,1,2,4,1,1
14,6,1,2,4,1,2
14,6,1,2,4,1,3
14,6,1,2,4,1,4
14,6,1,2,4,1,5
14,6,1,2,4,1,6
14,6,1,2,4,2,1
14,6,1,2,4,2,2
14,6,1,2,4,2,3
14,6,1,2,4,2,4
14,6,1,2,4,2,5
14,6,1,2,4,2,6
14,6,1,2,5,1,1
14,6,1,2,5,1,2
14,6,1,2,5,1,3
14,6,1,2,5,1,4
14,6,1,2,5,1,5
14,6,1,2,5,1,6
14,6,1,2,5,2,1
14,6,1,2,5,2,2
14,6,1,2,5,2,3
14,6,1,2,5,2,4
14,6,1,2,5,2,5
14,6,1,2,5,2,6
14,6,1,3,1,1,1
14,6,1,3,1,1,2
14,6,1,3,1,1,3
14,6,1,3,1,1,4
14,6,1,3,1,1,5
14,6,1,3,1,1,6
14,6,1,3,1,2,1
14,6,1,3,1,2,2
14,6,1,3,1,2,3
14,6,1,3,1,2,4
14,6,1,3,1,2,5
14,6,1,3,1,2,6
14,6,1,3,2,1,1
14,6,1,3,2,1,2
14,6,1,3,2,1,3
14,6,1,3,2,1,4
14,6,1,3,2,1,5
14,6,1,3,2,1,6
14,6,1,3,2,2,1
14,6,1,3,2,2,2
14,6,1,3,2,2,3
14,6,1,3,2,2,4
14,6,1,3,2,2,5
14,6,1,3,2,2,6
14,6,1,3,3,1,1
14,6,1,3,3,1,2
14,6,1,3,3,1,3
14,6,1,3,3,1,4
14,6,1,3,3,1,5
14,6,1,3,3,1,6
14,6,1,3,3,2,1
14,6,1,3,3,2,2
14,6,1,3,3,2,3
14,6,1,3,3,2,4
14,6,1,3,3,2,5
14,6,1,3,3,2,6
14,6,1,3,4,1,1
14,6,1,3,4,1,2
14,6,1,3,4,1,3
14,6,1,3,4,1,4
14,6,1,3,4,1,5
14,6,1,3,4,1,6
14,6,1,3,4,2,1
14,6,1,3,4,2,2
14,6,1,3,4,2,3
14,6,1,3,4,2,4
14,6,1,3,4,2,5
14,6,1,3,4,2,6
14,6,1,3,5,1,1
14,6,1,3,5,1,2
14,6,1,3,5,1,3
14,6,1,3,5,1,4
14,6,1,3,5,1,5
14,6,1,3,5,1,6
14,6,1,3,5,2,1
14,6,1,3,5,2,2
14,6,1,3,5,2,3
14,6,1,3,5,2,4
14,6,1,3,5,2,5
14,6,1,3,5,2,6
14,6,2,1,1,1,1
14,6,2,1,1,1,2
14,6,2,1,1,1,3
14,6,2,1,1,1,4
14,6,2,1,1,1,5
14,6,2,1,1,1,6
14,6,2,1,1,2,1
14,6,2,1,1,2,2
14,6,2,1,1,2,3
14,6,2,1,1,2,4
14,6,2,1,1,2,5
14,6,2,1,1,2,6
14,6,2,1,2,1,1
14,6,2,1,2,1,2
14,6,2,1,2,1,3
14,6,2,1,2,1,4
14,6,2,1,2,1,5
14,6,2,1,2,1,6
14,6,2,1,2,2,1
14,6,2,1,2,2,2
14,6,2,1,2,2,3
14,6,2,1,2,2,4
14,6,2,1,2,2,5
14,6,2,1,2,2,6
14,6,2,1,3,1,1
14,6,2,1,3,1,2
14,6,2,1,3,1,3
14,6,2,1,3,1,4
14,6,2,1,3,1,5
14,6,2,1,3,1,6
14,6,2,1,3,2,1
14,6,2,1,3,2,2
14,6,2,1,3,2,3
14,6,2,1,3,2,4
14,6,2,1,3,2,5
14,6,2,1,3,2,6
14,6,2,1,4,1,1
14,6,2,1,4,1,2
14,6,2,1,4,1,3
14,6,2,1,4,1,4
14,6,2,1,4,1,5
14,6,2,1,4,1,6
14,6,2,1,4,2,1
14,6,2,1,4,2,2
14,6,2,1,4,2,3
14,6,2,1,4,2,4
14,6,2,1,4,2,5
14,6,2,1,4,2,6
14,6,2,1,5,1,1
14,6,2,1,5,1,2
14,6,2,1,5,1,3
14,6,2,1,5,1,4
14,6,2,1,5,1,5
14,6,2,1,5,1,6
14,6,2,1,5,2,1
14,6,2,1,5,2,2
14,6,2,1,5,2,3
14,6,2,1,5,2,4
14,6,2,1,5,2,5
14,6,2,1,5,2,6
14,6,2,2,1,1,1
14,6,2,2,1,1,2
14,6,2,2,1,1,3
14,6,2,2,1,1,4
14,6,2,2,1,1,5
14,6,2,2,1,1,6
14,6,2,2,1,2,1
14,6,2,2,1,2,2
14,6,2,2,1,2,3
14,6,2,2,1,2,4
14,6,2,2,1,2,5
14,6,2,2,1,2,6
14,6,2,2,2,1,1
14,6,2,2,2,1,2
14,6,2,2,2,1,3
14,6,2,2,2,1,4
14,6,2,2,2,1,5
14,6,2,2,2,1,6
14,6,2,2,2,2,1
14,6,2,2,2,2,2
14,6,2,2,2,2,3
14,6,2,2,2,2,4
14,6,2,2,2,2,5
14,6,2,2,2,2,6
14,6,2,2,3,1,1
14,6,2,2,3,1,2
14,6,2,2,3,1,3
14,6,2,2,3,1,4
14,6,2,2,3,1,5
14,6,2,2,3,1,6
14,6,2,2,3,2,1
14,6,2,2,3,2,2
14,6,2,2,3,2,3
14,6,2,2,3,2,4
14,6,2,2,3,2,5
14,6,2,2,3,2,6
14,6,2,2,4,1,1
14,6,2,2,4,1,2
14,6,2,2,4,1,3
14,6,2,2,4,1,4
14,6,2,2,4,1,5
14,6,2,2,4,1,6
14,6,2,2,4,2,1
14,6,2,2,4,2,2
14,6,2,2,4,2,3
14,6,2,2,4,2,4
14,6,2,2,4,2,5
14,6,2,2,4,2,6
14,6,2,2,5,1,1
14,6,2,2,5,1,2
14,6,2,2,5,1,3
14,6,2,2,5,1,4
14,6,2,2,5,1,5
14,6,2,2,5,1,6
14,6,2,2,5,2,1
14,6,2,2,5,2,2
14,6,2,2,5,2,3
14,6,2,2,5,2,4
14,6,2,2,5,2,5
14,6,2,2,5,2,6
14,6,2,3,1,1,1
14,6,2,3,1,1,2
14,6,2,3,1,1,3
14,6,2,3,1,1,4
14,6,2,3,1,1,5
14,6,2,3,1,1,6
14,6,2,3,1,2,1
14,6,2,3,1,2,2
14,6,2,3,1,2,3
14,6,2,3,1,2,4
14,6,2,3,1,2,5
14,6,2,3,1,2,6
14,6,2,3,2,1,1
14,6,2,3,2,1,2
14,6,2,3,2,1,3
14,6,2,3,2,1,4
14,6,2,3,2,1,5
14,6,2,3,2,1,6
14,6,2,3,2,2,1
14,6,2,3,2,2,2
14,6,2,3,2,2,3
14,6,2,3,2,2,4
14,6,2,3,2,2,5
14,6,2,3,2,2,6
14,6,2,3,3,1,1
14,6,2,3,3,1,2
14,6,2,3,3,1,3
14,6,2,3,3,1,4
14,6,2,3,3,1,5
14,6,2,3,3,1,6
14,6,2,3,3,2,1
14,6,2,3,3,2,2
14,6,2,3,3,2,3
14,6,2,3,3,2,4
14,6,2,3,3,2,5
14,6,2,3,3,2,6
14,6,2,3,4,1,1
14,6,2,3,4,1,2
14,6,2,3,4,1,3
14,6,2,3,4,1,4
14,6,2,3,4,1,5
14,6,2,3,4,1,6
14,6,2,3,4,2,1
14,6,2,3,4,2,2
14,6,2,3,4,2,3
14,6,2,3,4,2,4
14,6,2,3,4,2,5
14,6,2,3,4,2,6
14,6,2,3,5,1,1
14,6,2,3,5,1,2
14,6,2,3,5,1,3
14,6,2,3,5,1,4
14,6,2,3,5,1,5
14,6,2,3,5,1,6
14,6,2,3,5,2,1
14,6,2,3,5,2,2
14,6,2,3,5,2,3
14,6,2,3,5,2,4
14,6,2,3,5,2,5
14,6,2,3,5,2,6
14,6,3,1,1,1,1
14,6,3,1,1,1,2
14,6,3,1,1,1,3
14,6,3,1,1,1,4
14,6,3,1,1,1,5
14,6,3,1,1,1,6
14,6,3,1,1,2,1
14,6,3,1,1,2,2
14,6,3,1,1,2,3
14,6,3,1,1,2,4
14,6,3,1,1,2,5
14,6,3,1,1,2,6
14,6,3,1,2,1,1
14,6,3,1,2,1,2
14,6,3,1,2,1,3
14,6,3,1,2,1,4
14,6,3,1,2,1,5
14,6,3,1,2,1,6
14,6,3,1,2,2,1
14,6,3,1,2,2,2
14,6,3,1,2,2,3
14,6,3,1,2,2,4
14,6,3,1,2,2,5
14,6,3,1,2,2,6
14,6,3,1,3,1,1
14,6,3,1,3,1,2
14,6,3,1,3,1,3
14,6,3,1,3,1,4
14,6,3,1,3,1,5
14,6,3,1,3,1,6
14,6,3,1,3,2,1
14,6,3,1,3,2,2
14,6,3,1,3,2,3
14,6,3,1,3,2,4
14,6,3,1,3,2,5
14,6,3,1,3,2,6
14,6,3,1,4,1,1
14,6,3,1,4,1,2
14,6,3,1,4,1,3
14,6,3,1,4,1,4
14,6,3,1,4,1,5
14,6,3,1,4,1,6
14,6,3,1,4,2,1
14,6,3,1,4,2,2
14,6,3,1,4,2,3
14,6,3,1,4,2,4
14,6,3,1,4,2,5
14,6,3,1,4,2,6
14,6,3,1,5,1,1
14,6,3,1,5,1,2
14,6,3,1,5,1,3
14,6,3,1,5,1,4
14,6,3,1,5,1,5
14,6,3,1,5,1,6
14,6,3,1,5,2,1
14,6,3,1,5,2,2
14,6,3,1,5,2,3
14,6,3,1,5,2,4
14,6,3,1,5,2,5
14,6,3,1,5,2,6
14,6,3,2,1,1,1
14,6,3,2,1,1,2
14,6,3,2,1,1,3
14,6,3,2,1,1,4
14,6,3,2,1,1,5
14,6,3,2,1,1,6
14,6,3,2,1,2,1
14,6,3,2,1,2,2
14,6,3,2,1,2,3
14,6,3,2,1,2,4
14,6,3,2,1,2,5
14,6,3,2,1,2,6
14,6,3,2,2,1,1
14,6,3,2,2,1,2
14,6,3,2,2,1,3
14,6,3,2,2,1,4
14,6,3,2,2,1,5
14,6,3,2,2,1,6
14,6,3,2,2,2,1
14,6,3,2,2,2,2
14,6,3,2,2,2,3
14,6,3,2,2,2,4
14,6,3,2,2,2,5
14,6,3,2,2,2,6
14,6,3,2,3,1,1
14,6,3,2,3,1,2
14,6,3,2,3,1,3
14,6,3,2,3,1,4
14,6,3,2,3,1,5
14,6,3,2,3,1,6
14,6,3,2,3,2,1
14,6,3,2,3,2,2
14,6,3,2,3,2,3
14,6,3,2,3,2,4
14,6,3,2,3,2,5
14,6,3,2,3,2,6
14,6,3,2,4,1,1
14,6,3,2,4,1,2
14,6,3,2,4,1,3
14,6,3,2,4,1,4
14,6,3,2,4,1,5
14,6,3,2,4,1,6
14,6,3,2,4,2,1
14,6,3,2,4,2,2
14,6,3,2,4,2,3
14,6,3,2,4,2,4
14,6,3,2,4,2,5
14,6,3,2,4,2,6
14,6,3,2,5,1,1
14,6,3,2,5,1,2
14,6,3,2,5,1,3
14,6,3,2,5,1,4
14,6,3,2,5,1,5
14,6,3,2,5,1,6
14,6,3,2,5,2,1
14,6,3,2,5,2,2
14,6,3,2,5,2,3
14,6,3,2,5,2,4
14,6,3,2,5,2,5
14,6,3,2,5,2,6
14,6,3,3,1,1,1
14,6,3,3,1,1,2
14,6,3,3,1,1,3
14,6,3,3,1,1,4
14,6,3,3,1,1,5
14,6,3,3,1,1,6
14,6,3,3,1,2,1
14,6,3,3,1,2,2
14,6,3,3,1,2,3
14,6,3,3,1,2,4
14,6,3,3,1,2,5
14,6,3,3,1,2,6
14,6,3,3,2,1,1
14,6,3,3,2,1,2
14,6,3,3,2,1,3
14,6,3,3,2,1,4
14,6,3,3,2,1,5
14,6,3,3,2,1,6
14,6,3,3,2,2,1
14,6,3,3,2,2,2
14,6,3,3,2,2,3
14,6,3,3,2,2,4
14,6,3,3,2,2,5
14,6,3,3,2,2,6
14,6,3,3,3,1,1
14,6,3,3,3,1,2
14,6,3,3,3,1,3
14,6,3,3,3,1,4
14,6,3,3,3,1,5
14,6,3,3,3,1,6
14,6,3,3,3,2,1
14,6,3,3,3,2,2
14,6,3,3,3,2,3
14,6,3,3,3,2,4
14,6,3,3,3,2,5
14,6,3,3,3,2,6
14,6,3,3,4,1,1
14,6,3,3,4,1,2
14,6,3,3,4,1,3
14,6,3,3,4,1,4
14,6,3,3,4,1,5
14,6,3,3,4,1,6
14,6,3,3,4,2,1
14,6,3,3,4,2,2
14,6,3,3,4,2,3
14,6,3,3,4,2,4
14,6,3,3,4,2,5
14,6,3,3,4,2,6
14,6,3,3,5,1,1
14,6,3,3,5,1,2
14,6,3,3,5,1,3
14,6,3,3,5,1,4
14,6,3,3,5,1,5
14,6,3,3,5,1,6
14,6,3,3,5,2,1
14,6,3,3,5,2,2
14,6,3,3,5,2,3
14,6,3,3,5,2,4
14,6,3,3,5,2,5
14,6,3,3,5,2,6
15,1,1,1,1,1,1
15,1,1,1,1,1,2
15,1,1,1,1,1,3
15,1,1,1,1,1,4
15,1,1,1,1,1,5
15,1,1,1,1,1,6
15,1,1,1,1,2,1
15,1,1,1,1,2,2
15,1,1,1,1,2,3
15,1,1,1,1,2,4
15,1,1,1,1,2,5
15,1,1,1,1,2,6
15,1,1,1,2,1,1
15,1,1,1,2,1,2
15,1,1,1,2,1,3
15,1,1,1,2,1,4
15,1,1,1,2,1,5
15,1,1,1,2,1,6
15,1,1,1,2,2,1
15,1,1,1,2,2,2
15,1,1,1,2,2,3
15,1,1,1,2,2,4
15,1,1,1,2,2,5
15,1,1,1,2,2,6
15,1,1,1,3,1,1
15,1,1,1,3,1,2
15,1,1,1,3,1,3
15,1,1,1,3,1,4
15,1,1,1,3,1,5
15,1,1,1,3,1,6
15,1,1,1,3,2,1
15,1,1,1,3,2,2
15,1,1,1,3,2,3
15,1,1,1,3,2,4
15,1,1,1,3,2,5
15,1,1,1,3,2,6
15,1,1,1,4,1,1
15,1,1,1,4,1,2
15,1,1,1,4,1,3
15,1,1,1,4,1,4
15,1,1,1,4,1,5
15,1,1,1,4,1,6
15,1,1,1,4,2,1
15,1,1,1,4,2,2
15,1,1,1,4,2,3
15,1,1,1,4,2,4
15,1,1,1,4,2,5
15,1,1,1,4,2,6
15,1,1,1,5,1,1
15,1,1,1,5,1,2
15,1,1,1,5,1,3
15,1,1,1,5,1,4
15,1,1,1,5,1,5
15,1,1,1,5,1,6
15,1,1,1,5,2,1
15,1,1,1,5,2,2
15,1,1,1,5,2,3
15,1,1,1,5,2,4
15,1,1,1,5,2,5
15,1,1,1,5,2,6
15,1,1,2,1,1,1
15,1,1,2,1,1,2
15,1,1,2,1,1,3
15,1,1,2,1,1,4
15,1,1,2,1,1,5
15,1,1,2,1,1,6
15,1,1,2,1,2,1
15,1,1,2,1,2,2
15,1,1,2,1,2,3
15,1,1,2,1,2,4
15,1,1,2,1,2,5
15,1,1,2,1,2,6
15,1,1,2,2,1,1
15,1,1,2,2,1,2
15,1,1,2,2,1,3
15,1,1,2,2,1,4
15,1,1,2,2,1,5
15,1,1,2,2,1,6
15,1,1,2,2,2,1
15,1,1,2,2,2,2
15,1,1,2,2,2,3
15,1,1,2,2,2,4
15,1,1,2,2,2,5
15,1,1,2,2,2,6
15,1,1,2,3,1,1
15,1,1,2,3,1,2
15,1,1,2,3,1,3
15,1,1,2,3,1,4
15,1,1,2,3,1,5
15,1,1,2,3,1,6
15,1,1,2,3,2,1
15,1,1,2,3,2,2
15,1,1,2,3,2,3
15,1,1,2,3,2,4
15,1,1,2,3,2,5
15,1,1,2,3,2,6
15,1,1,2,4,1,1
15,1,1,2,4,1,2
15,1,1,2,4,1,3
15,1,1,2,4,1,4
15,1,1,2,4,1,5
15,1,1,2,4,1,6
15,1,1,2,4,2,1
15,1,1,2,4,2,2
15,1,1,2,4,2,3
15,1,1,2,4,2,4
15,1,1,2,4,2,5
15,1,1,2,4,2,6
15,1,1,2,5,1,1
15,1,1,2,5,1,2
15,1,1,2,5,1,3
15,1,1,2,5,1,4
15,1,1,2,5,1,5
15,1,1,2,5,1,6
15,1,1,2,5,2,1
15,1,1,2,5,2,2
15,1,1,2,5,2,3
15,1,1,2,5,2,4
15,1,1,2,5,2,5
15,1,1,2,5,2,6
15,1,1,3,1,1,1
15,1,1,3,1,1,2
15,1,1,3,1,1,3
15,1,1,3,1,1,4
15,1,1,3,1,1,5
15,1,1,3,1,1,6
15,1,1,3,1,2,1
15,1,1,3,1,2,2
15,1,1,3,1,2,3
15,1,1,3,1,2,4
15,1,1,3,1,2,5
15,1,1,3,1,2,6
15,1,1,3,2,1,1
15,1,1,3,2,1,2
15,1,1,3,2,1,3
15,1,1,3,2,1,4
15,1,1,3,2,1,5
15,1,1,3,2,1,6
15,1,1,3,2,2,1
15,1,1,3,2,2,2
15,1,1,3,2,2,3
15,1,1,3,2,2,4
15,1,1,3,2,2,5
15,1,1,3,2,2,6
15,1,1,3,3,1,1
15,1,1,3,3,1,2
15,1,1,3,3,1,3
15,1,1,3,3,1,4
15,1,1,3,3,1,5
15,1,1,3,3,1,6
15,1,1,3,3,2,1
15,1,1,3,3,2,2
15,1,1,3,3,2,3
15,1,1,3,3,2,4
15,1,1,3,3,2,5
15,1,1,3,3,2,6
15,1,1,3,4,1,1
15,1,1,3,4,1,2
15,1,1,3,4,1,3
15,1,1,3,4,1,4
15,1,1,3,4,1,5
15,1,1,3,4,1,6
15,1,1,3,4,2,1
15,1,1,3,4,2,2
15,1,1,3,4,2,3
15,1,1,3,4,2,4
15,1,1,3,4,2,5
15,1,1,3,4,2,6
15,1,1,3,5,1,1
15,1,1,3,5,1,2
15,1,1,3,5,1,3
15,1,1,3,5,1,4
15,1,1,3,5,1,5
15,1,1,3,5,1,6
15,1,1,3,5,2,1
15,1,1,3,5,2,2
15,1,1,3,5,2,3
15,1,1,3,5,2,4
15,1,1,3,5,2,5
15,1,1,3,5,2,6
15,1,2,1,1,1,1
15,1,2,1,1,1,2
15,1,2,1,1,1,3
15,1,2,1,1,1,4
15,1,2,1,1,1,5
15,1,2,1,1,1,6
15,1,2,1,1,2,1
15,1,2,1,1,2,2
15,1,2,1,1,2,3
15,1,2,1,1,2,4
15,1,2,1,1,2,5
15,1,2,1,1,2,6
15,1,2,1,2,1,1
15,1,2,1,2,1,2
15,1,2,1,2,1,3
15,1,2,1,2,1,4
15,1,2,1,2,1,5
15,1,2,1,2,1,6
15,1,2,1,2,2,1
15,1,2,1,2,2,2
15,1,2,1,2,2,3
15,1,2,1,2,2,4
15,1,2,1,2,2,5
15,1,2,1,2,2,6
15,1,2,1,3,1,1
15,1,2,1,3,1,2
15,1,2,1,3,1,3
15,1,2,1,3,1,4
15,1,2,1,3,1,5
15,1,2,1,3,1,6
15,1,2,1,3,2,1
15,1,2,1,3,2,2
15,1,2,1,3,2,3
15,1,2,1,3,2,4
15,1,2,1,3,2,5
15,1,2,1,3,2,6
15,1,2,1,4,1,1
15,1,2,1,4,1,2
15,1,2,1,4,1,3
15,1,2,1,4,1,4
15,1,2,1,4,1,5
15,1,2,1,4,1,6
15,1,2,1,4,2,1
15,1,2,1,4,2,2
15,1,2,1,4,2,3
15,1,2,1,4,2,4
15,1,2,1,4,2,5
15,1,2,1,4,2,6
15,1,2,1,5,1,1
15,1,2,1,5,1,2
15,1,2,1,5,1,3
15,1,2,1,5,1,4
15,1,2,1,5,1,5
15,1,2,1,5,1,6
15,1,2,1,5,2,1
15,1,2,1,5,2,2
15,1,2,1,5,2,3
15,1,2,1,5,2,4
15,1,2,1,5,2,5
15,1,2,1,5,2,6
15,1,2,2,1,1,1
15,1,2,2,1,1,2
15,1,2,2,1,1,3
15,1,2,2,1,1,4
15,1,2,2,1,1,5
15,1,2,2,1,1,6
15,1,2,2,1,2,1
15,1,2,2,1,2,2
15,1,2,2,1,2,3
15,1,2,2,1,2,4
15,1,2,2,1,2,5
15,1,2,2,1,2,6
15,1,2,2,2,1,1
15,1,2,2,2,1,2
15,1,2,2,2,1,3
15,1,2,2,2,1,4
15,1,2,2,2,1,5
15,1,2,2,2,1,6
15,1,2,2,2,2,1
15,1,2,2,2,2,2
15,1,2,2,2,2,3
15,1,2,2,2,2,4
15,1,2,2,2,2,5
15,1,2,2,2,2,6
15,1,2,2,3,1,1
15,1,2,2,3,1,2
15,1,2,2,3,1,3
15,1,2,2,3,1,4
15,1,2,2,3,1,5
15,1,2,2,3,1,6
15,1,2,2,3,2,1
15,1,2,2,3,2,2
15,1,2,2,3,2,3
15,1,2,2,3,2,4
15,1,2,2,3,2,5
15,1,2,2,3,2,6
15,1,2,2,4,1,1
15,1,2,2,4,1,2
15,1,2,2,4,1,3
15,1,2,2,4,1,4
15,1,2,2,4,1,5
15,1,2,2,4,1,6
15,1,2,2,4,2,1
15,1,2,2,4,2,2
15,1,2,2,4,2,3
15,1,2,2,4,2,4
15,1,2,2,4,2,5
15,1,2,2,4,2,6
15,1,2,2,5,1,1
15,1,2,2,5,1,2
15,1,2,2,5,1,3
15,1,2,2,5,1,4
15,1,2,2,5,1,5
15,1,2,2,5,1,6
15,1,2,2,5,2,1
15,1,2,2,5,2,2
15,1,2,2,5,2,3
15,1,2,2,5,2,4
15,1,2,2,5,2,5
15,1,2,2,5,2,6
15,1,2,3,1,1,1
15,1,2,3,1,1,2
15,1,2,3,1,1,3
15,1,2,3,1,1,4
15,1,2,3,1,1,5
15,1,2,3,1,1,6
15,1,2,3,1,2,1
15,1,2,3,1,2,2
15,1,2,3,1,2,3
15,1,2,3,1,2,4
15,1,2,3,1,2,5
15,1,2,3,1,2,6
15,1,2,3,2,1,1
15,1,2,3,2,1,2
15,1,2,3,2,1,3
15,1,2,3,2,1,4
15,1,2,3,2,1,5
15,1,2,3,2,1,6
15,1,2,3,2,2,1
15,1,2,3,2,2,2
15,1,2,3,2,2,3
15,1,2,3,2,2,4
15,1,2,3,2,2,5
15,1,2,3,2,2,6
15,1,2,3,3,1,1
15,1,2,3,3,1,2
15,1,2,3,3,1,3
15,1,2,3,3,1,4
15,1,2,3,3,1,5
15,1,2,3,3,1,6
15,1,2,3,3,2,1
15,1,2,3,3,2,2
15,1,2,3,3,2,3
15,1,2,3,3,2,4
15,1,2,3,3,2,5
15,1,2,3,3,2,6
15,1,2,3,4,1,1
15,1,2,3,4,1,2
15,1,2,3,4,1,3
15,1,2,3,4,1,4
15,1,2,3,4,1,5
15,1,2,3,4,1,6
15,1,2,3,4,2,1
15,1,2,3,4,2,2
15,1,2,3,4,2,3
15,1,2,3,4,2,4
15,1,2,3,4,2,5
15,1,2,3,4,2,6
15,1,2,3,5,1,1
15,1,2,3,5,1,2
15,1,2,3,5,1,3
15,1,2,3,5,1,4
15,1,2,3,5,1,5
15,1,2,3,5,1,6
15,1,2,3,5,2,1
15,1,2,3,5,2,2
15,1,2,3,5,2,3
15,1,2,3,5,2,4
15,1,2,3,5,2,5
15,1,2,3,5,2,6
15,1,3,1,1,1,1
15,1,3,1,1,1,2
15,1,3,1,1,1,3
15,1,3,1,1,1,4
15,1,3,1,1,1,5
15,1,3,1,1,1,6
15,1,3,1,1,2,1
15,1,3,1,1,2,2
15,1,3,1,1,2,3
15,1,3,1,1,2,4
15,1,3,1,1,2,5
15,1,3,1,1,2,6
15,1,3,1,2,1,1
15,1,3,1,2,1,2
15,1,3,1,2,1,3
15,1,3,1,2,1,4
15,1,3,1,2,1,5
15,1,3,1,2,1,6
15,1,3,1,2,2,1
15,1,3,1,2,2,2
15,1,3,1,2,2,3
15,1,3,1,2,2,4
15,1,3,1,2,2,5
15,1,3,1,2,2,6
15,1,3,1,3,1,1
15,1,3,1,3,1,2
15,1,3,1,3,1,3
15,1,3,1,3,1,4
15,1,3,1,3,1,5
15,1,3,1,3,1,6
15,1,3,1,3,2,1
15,1,3,1,3,2,2
15,1,3,1,3,2,3
15,1,3,1,3,2,4
15,1,3,1,3,2,5
15,1,3,1,3,2,6
15,1,3,1,4,1,1
15,1,3,1,4,1,2
15,1,3,1,4,1,3
15,1,3,1,4,1,4
15,1,3,1,4,1,5
15,1,3,1,4,1,6
15,1,3,1,4,2,1
15,1,3,1,4,2,2
15,1,3,1,4,2,3
15,1,3,1,4,2,4
15,1,3,1,4,2,5
15,1,3,1,4,2,6
15,1,3,1,5,1,1
15,1,3,1,5,1,2
15,1,3,1,5,1,3
15,1,3,1,5,1,4
15,1,3,1,5,1,5
15,1,3,1,5,1,6
15,1,3,1,5,2,1
15,1,3,1,5,2,2
15,1,3,1,5,2,3
15,1,3,1,5,2,4
15,1,3,1,5,2,5
15,1,3,1,5,2,6
15,1,3,2,1,1,1
15,1,3,2,1,1,2
15,1,3,2,1,1,3
15,1,3,2,1,1,4
15,1,3,2,1,1,5
15,1,3,2,1,1,6
15,1,3,2,1,2,1
15,1,3,2,1,2,2
15,1,3,2,1,2,3
15,1,3,2,1,2,4
15,1,3,2,1,2,5
15,1,3,2,1,2,6
15,1,3,2,2,1,1
15,1,3,2,2,1,2
15,1,3,2,2,1,3
15,1,3,2,2,1,4
15,1,3,2,2,1,5
15,1,3,2,2,1,6
15,1,3,2,2,2,1
